"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues"
"381042","PERK regulates gene expression",11,0.810113669916727,1.90901063118499,0.00235294117647059,0.0861538461538462,0.0758551898139999
"3560782","Diseases associated with glycosaminoglycan metabolism",26,0.698380436150593,2.02638712137248,0.00239808153477218,0.0861538461538462,0.0758551898139999
"3781865","Diseases of glycosylation",26,0.698380436150593,2.02638712137248,0.00239808153477218,0.0861538461538462,0.0758551898139999
"380108","Chemokine receptors bind chemokines",42,0.606265638853466,1.92439957827903,0.00256410256410256,0.0861538461538462,0.0758551898139999
"3000170","Syndecan interactions",25,0.731076972955967,2.0788396146727,0.00258397932816537,0.0861538461538462,0.0758551898139999
"5365859","RA biosynthesis pathway",22,0.71637122463834,2.00597578192272,0.00264550264550265,0.0861538461538462,0.0758551898139999
"1650814","Collagen biosynthesis and modifying enzymes",59,0.488223608381236,1.67260508512423,0.00266666666666667,0.0861538461538462,0.0758551898139999
"5387390","Hh mutants abrogate ligand secretion",53,0.530178693112854,1.76695002539732,0.00269541778975741,0.0861538461538462,0.0758551898139999
"5362768","Hh mutants that don't undergo autocatalytic processing are degraded by ERAD",53,0.530178693112854,1.76695002539732,0.00269541778975741,0.0861538461538462,0.0758551898139999
"5610785","GLI3 is processed to GLI3R by the proteasome",56,0.516207063620552,1.74382223530953,0.002710027100271,0.0861538461538462,0.0758551898139999
"112316","Neuronal System",250,-0.374614657441572,-1.42374393643425,0.002710027100271,0.0861538461538462,0.0758551898139999
"1474290","Collagen formation",70,0.491841512624777,1.74774189659082,0.00274725274725275,0.0861538461538462,0.0758551898139999
"1169091","Activation of NF-kappaB in B cells",64,0.449572548852425,1.5625074060433,0.00277777777777778,0.0861538461538462,0.0758551898139999
"1442490","Collagen degradation",59,0.595525639931811,2.02693391541247,0.00277777777777778,0.0861538461538462,0.0758551898139999
"450408","AUF1 (hnRNP D0) destabilizes mRNA",53,0.511408382595408,1.70818217659966,0.00280898876404494,0.0861538461538462,0.0758551898139999
"381119","Unfolded Protein Response (UPR)",72,0.471210319678325,1.67878842332848,0.00285714285714286,0.0861538461538462,0.0758551898139999
"1236974","ER-Phagosome pathway",62,0.520325089788116,1.78606723759905,0.00286532951289398,0.0861538461538462,0.0758551898139999
"3000171","Non-integrin membrane-ECM interactions",53,0.546390802051165,1.82260484228444,0.00290697674418605,0.0861538461538462,0.0758551898139999
"937061","TRIF-mediated TLR3/TLR4 signaling ",77,0.502252856715996,1.79315339396609,0.00294985250737463,0.0861538461538462,0.0758551898139999
"166166","MyD88-independent TLR3/TLR4 cascade ",78,0.486859869371731,1.74155325295039,0.0029585798816568,0.0861538461538462,0.0758551898139999
"168164","Toll Like Receptor 3 (TLR3) Cascade",78,0.486859869371731,1.74155325295039,0.0029585798816568,0.0861538461538462,0.0758551898139999
"72764","Eukaryotic Translation Termination",85,0.472493830791538,1.68332400221789,0.00297619047619048,0.0861538461538462,0.0758551898139999
"156902","Peptide chain elongation",85,0.46825287745624,1.67127473872755,0.00302114803625378,0.0861538461538462,0.0758551898139999
"216083","Integrin cell surface interactions",82,0.57575263237178,2.08431591057269,0.00304878048780488,0.0861538461538462,0.0758551898139999
"166054","Activated TLR4 signalling",92,0.44606796845679,1.63082310353749,0.00307692307692308,0.0861538461538462,0.0758551898139999
"983169","Class I MHC mediated antigen processing & presentation",90,0.438413115168472,1.58963740225001,0.00307692307692308,0.0861538461538462,0.0758551898139999
"156842","Eukaryotic Translation Elongation",88,0.467747930751587,1.68435248910403,0.00307692307692308,0.0861538461538462,0.0758551898139999
"3000178","ECM proteoglycans",64,0.596422209231044,2.03317555833858,0.00309597523219814,0.0861538461538462,0.0758551898139999
"72737","Cap-dependent Translation Initiation",113,0.438284650666439,1.65090671004938,0.0031055900621118,0.0861538461538462,0.0758551898139999
"72613","Eukaryotic Translation Initiation",113,0.438284650666439,1.65090671004938,0.0031055900621118,0.0861538461538462,0.0758551898139999
"168898","Toll-Like Receptors Cascades",109,0.414152197685071,1.56376438047771,0.003125,0.0861538461538462,0.0758551898139999
"375276","Peptide ligand-binding receptors",145,0.420832551395934,1.66460577447774,0.00314465408805031,0.0861538461538462,0.0758551898139999
"166016","Toll Like Receptor 4 (TLR4) Cascade",95,0.428565532430022,1.57328228092318,0.00316455696202532,0.0861538461538462,0.0758551898139999
"1474228","Degradation of the extracellular matrix",102,0.54722297177347,2.06021361906711,0.00318471337579618,0.0861538461538462,0.0758551898139999
"1799339","SRP-dependent cotranslational protein targeting to membrane",106,0.510488652209245,1.88862821238358,0.00334448160535117,0.0861538461538462,0.0758551898139999
"72766","Translation",143,0.484343898988677,1.89321642127818,0.00350877192982456,0.0861538461538462,0.0758551898139999
"2022857","Keratan sulfate degradation",12,0.804282522810374,1.91246970047693,0.00431965442764579,0.0861538461538462,0.0758551898139999
"1474244","Extracellular matrix organization",238,0.531098212058294,2.24420366701748,0.00444444444444444,0.0861538461538462,0.0758551898139999
"5602358","Diseases associated with the TLR signaling cascade",24,0.606843790759544,1.75041830068001,0.0045045045045045,0.0861538461538462,0.0758551898139999
"5260271","Diseases of Immune System",24,0.606843790759544,1.75041830068001,0.0045045045045045,0.0861538461538462,0.0758551898139999
"68877","Mitotic Prometaphase",95,-0.472022470411981,-1.60925796551347,0.00455235204855842,0.0861538461538462,0.0758551898139999
"1592389","Activation of Matrix Metalloproteinases",22,0.637098157524548,1.76867364463714,0.00458715596330275,0.0861538461538462,0.0758551898139999
"2022854","Keratan sulfate biosynthesis",28,0.593516737342517,1.71148646600344,0.0048780487804878,0.0861538461538462,0.0758551898139999
"193639","p75NTR signals via NF-kB",16,0.728146128588546,1.84638176806251,0.00490196078431373,0.0861538461538462,0.0758551898139999
"211733","Regulation of activated PAK-2p34 by proteasome mediated degradation",47,0.525925276971154,1.72694107205829,0.00522193211488251,0.0861538461538462,0.0758551898139999
"169911","Regulation of Apoptosis",48,0.515248838693694,1.69731703977914,0.00523560209424084,0.0861538461538462,0.0758551898139999
"69017","CDK-mediated phosphorylation and removal of Cdc6",48,0.493250053915082,1.62651286179606,0.00529100529100529,0.0861538461538462,0.0758551898139999
"187577","SCF(Skp2)-mediated degradation of p27/p21",52,0.485514529387635,1.6338041250099,0.00530503978779841,0.0861538461538462,0.0758551898139999
"4641257","degradation of AXIN",52,0.491133712788344,1.64026420269368,0.00531914893617021,0.0861538461538462,0.0758551898139999
"983168","Antigen processing: Ubiquitination & Proteasome degradation",51,0.509548619280262,1.6976857004451,0.00539083557951483,0.0861538461538462,0.0758551898139999
"180585","Vif-mediated degradation of APOBEC3G",51,0.529906424825013,1.77503066446497,0.00542005420054201,0.0861538461538462,0.0758551898139999
"5607761","Dectin-1 mediated noncanonical NF-kB signaling",56,0.499647894812032,1.68347777170244,0.00549450549450549,0.0861538461538462,0.0758551898139999
"75815","Ubiquitin-dependent degradation of Cyclin D",48,0.491683503461147,1.6045323940666,0.00549450549450549,0.0861538461538462,0.0758551898139999
"69229","Ubiquitin-dependent degradation of Cyclin D1",48,0.491683503461147,1.6045323940666,0.00549450549450549,0.0861538461538462,0.0758551898139999
"72702","Ribosomal scanning and start codon recognition",55,0.477780318455758,1.60045028661638,0.00552486187845304,0.0861538461538462,0.0758551898139999
"5358346","Hedgehog ligand biogenesis",60,0.475466206737331,1.63907664631505,0.00554016620498615,0.0861538461538462,0.0758551898139999
"349425","Autodegradation of the E3 ubiquitin ligase COP1",49,0.506027122186367,1.67146040968979,0.00560224089635854,0.0861538461538462,0.0758551898139999
"69563","p53-Dependent G1 DNA Damage Response",53,0.462390576097231,1.55297909361756,0.00568181818181818,0.0861538461538462,0.0758551898139999
"69580","p53-Dependent G1/S DNA damage checkpoint",53,0.462390576097231,1.55297909361756,0.00568181818181818,0.0861538461538462,0.0758551898139999
"5362517","Signaling by Retinoic Acid",42,0.602226339418821,1.9590171903665,0.00578034682080925,0.0861538461538462,0.0758551898139999
"114608","Platelet degranulation ",79,0.433705337412106,1.58016393268162,0.00581395348837209,0.0861538461538462,0.0758551898139999
"72689","Formation of a pool of free 40S subunits",95,0.447441468327342,1.64156077317876,0.00588235294117647,0.0861538461538462,0.0758551898139999
"157279","3' -UTR-mediated translational regulation",105,0.458554854207646,1.71282280966096,0.00595238095238095,0.0861538461538462,0.0758551898139999
"156827","L13a-mediated translational silencing of Ceruloplasmin expression",105,0.458554854207646,1.71282280966096,0.00595238095238095,0.0861538461538462,0.0758551898139999
"192823","Viral mRNA Translation",83,0.468287501828828,1.66126702551987,0.00597014925373134,0.0861538461538462,0.0758551898139999
"72706","GTP hydrolysis and joining of the 60S ribosomal subunit",106,0.45844169610028,1.71124494710232,0.00602409638554217,0.0861538461538462,0.0758551898139999
"163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",85,0.439612473347363,1.59157946946933,0.00602409638554217,0.0861538461538462,0.0758551898139999
"877300","Interferon gamma signaling",73,0.455874135397272,1.58810450344238,0.0060790273556231,0.0861538461538462,0.0758551898139999
"975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",90,0.457019763298679,1.63927752952708,0.00615384615384615,0.0861538461538462,0.0758551898139999
"156711","Polo-like kinase mediated events",16,-0.680329636426336,-1.62289929059974,0.0070298769771529,0.0962208896946033,0.0847188393519009
"112315","Transmission across Chemical Synapses",180,-0.37825865966102,-1.39161368386115,0.00707213578500707,0.0962208896946033,0.0847188393519009
"983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",24,0.629577817630054,1.76958366279437,0.00753768844221105,0.0999034749034749,0.0879612157807646
"2500257","Resolution of Sister Chromatid Cohesion",87,-0.467506969662008,-1.57399898320992,0.00762195121951219,0.0999034749034749,0.0879612157807646
"209560","NF-kB is activated and signals survival",13,0.739036260435779,1.76289613217558,0.0076530612244898,0.0999034749034749,0.0879612157807646
"69481","G2/M Checkpoints",51,-0.503615871355077,-1.55222637960896,0.00789889415481832,0.100877192982456,0.0888185375720002
"2022090","Assembly of collagen fibrils and other multimeric structures",40,0.522501284051008,1.66594892608275,0.00793650793650794,0.100877192982456,0.0888185375720002
"69656","Cyclin A:Cdk2-associated events at S phase entry",59,0.453022796785644,1.55400922042906,0.00808625336927224,0.101445724087234,0.0893191076195758
"72649","Translation initiation complex formation",55,0.469410583499487,1.57709981790937,0.00826446280991736,0.101470588235294,0.0893409995577178
"72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",56,0.472621693916804,1.59533725107939,0.00831024930747922,0.101470588235294,0.0893409995577178
"5610780","Degradation of GLI1 by the proteasome",56,0.472601019862972,1.59530699628354,0.00840336134453781,0.101470588235294,0.0893409995577178
"416993","Trafficking of GluR2-containing AMPA receptors",16,-0.696483008676964,-1.6671792298064,0.00868055555555556,0.10352366255144,0.0911486535268212
"76005","Response to elevated platelet cytosolic Ca2+",84,0.408531933221703,1.50006462479958,0.00923076923076923,0.108235294117647,0.095297066194899
"1566948","Elastic fibre formation",37,0.551902465913122,1.71254006489994,0.00941176470588235,0.108235294117647,0.095297066194899
"937041","IKK complex recruitment mediated by RIP1",19,0.657499860400178,1.78018816372102,0.00941176470588235,0.108235294117647,0.095297066194899
"977068","Termination of O-glycan biosynthesis",22,-0.642210825106562,-1.66897474481413,0.00995024875621891,0.112211412806737,0.0987978877060518
"2173788","Downregulation of TGF-beta receptor signaling",26,0.57101716372855,1.67738065235767,0.0100755667506297,0.112211412806737,0.0987978877060518
"350562","Regulation of ornithine decarboxylase (ODC)",48,0.494332058687406,1.61074014804167,0.0105820105820106,0.112211412806737,0.0987978877060518
"2559582","Senescence-Associated Secretory Phenotype (SASP)",64,0.485694155715485,1.69062037565828,0.0105820105820106,0.112211412806737,0.0987978877060518
"397014","Muscle contraction",60,-0.497370612242704,-1.58363073973572,0.0107858243451464,0.112211412806737,0.0987978877060518
"5610783","Degradation of GLI2 by the proteasome",56,0.456607686595292,1.55129058159649,0.0108108108108108,0.112211412806737,0.0987978877060518
"69202","Cyclin E associated events during G1/S transition ",61,0.431999678691802,1.48598092718492,0.0109289617486339,0.112211412806737,0.0987978877060518
"1640170","Cell Cycle",474,-0.32182561307448,-1.30048544929354,0.010989010989011,0.112211412806737,0.0987978877060518
"69541","Stabilization of p53",50,0.459997392854517,1.53248853573797,0.010989010989011,0.112211412806737,0.0987978877060518
"166058","MyD88:Mal cascade initiated on plasma membrane",73,0.430425854637419,1.52236466824274,0.0112676056338028,0.112211412806737,0.0987978877060518
"181438","Toll Like Receptor 2 (TLR2) Cascade",73,0.430425854637419,1.52236466824274,0.0112676056338028,0.112211412806737,0.0987978877060518
"168179","Toll Like Receptor TLR1:TLR2 Cascade",73,0.430425854637419,1.52236466824274,0.0112676056338028,0.112211412806737,0.0987978877060518
"168188","Toll Like Receptor TLR6:TLR2 Cascade",73,0.430425854637419,1.52236466824274,0.0112676056338028,0.112211412806737,0.0987978877060518
"2129379","Molecules associated with elastic fibres",33,0.54360971967635,1.66282048505593,0.0114678899082569,0.113040629095675,0.0995279811586634
"2162123","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",13,0.712800814181307,1.71925606923035,0.0125,0.121969696969697,0.107389686337055
"72695","Formation of the ternary complex, and subsequently, the 43S complex",48,0.469321831125091,1.55615766881556,0.012987012987013,0.125454545454545,0.110457963089542
"168180","TRAF6 Mediated Induction of proinflammatory cytokines",56,0.453131319878114,1.54238493136916,0.0138504155124654,0.132470310742986,0.116635077999708
"209543","p75NTR recruits signalling complexes",13,0.714534541281387,1.71455536374025,0.0147058823529412,0.135801312089972,0.11956789818971
"192105","Synthesis of bile acids and bile salts",19,0.628657826551094,1.65977662726315,0.0148514851485149,0.135801312089972,0.11956789818971
"69190","DNA strand elongation",32,-0.577361311537616,-1.61910743606203,0.0149501661129568,0.135801312089972,0.11956789818971
"975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",107,0.383278569658319,1.42676722468014,0.0151515151515152,0.135801312089972,0.11956789818971
"927802","Nonsense-Mediated Decay (NMD)",107,0.383278569658319,1.42676722468014,0.0151515151515152,0.135801312089972,0.11956789818971
"202430","Translocation of ZAP-70 to Immunological synapse",16,-0.677581310704928,-1.61717022533185,0.0152542372881356,0.135801312089972,0.11956789818971
"5603041","IRAK4 deficiency (TLR2/4)",11,0.718578713918182,1.65614884432411,0.0153846153846154,0.135801312089972,0.11956789818971
"5602498","MyD88 deficiency (TLR2/4)",11,0.718578713918182,1.65614884432411,0.0153846153846154,0.135801312089972,0.11956789818971
