"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues"
"GO:0060047","heart contraction",245,-0.410785448224704,-1.56449862662456,0.00131406044678055,0.0430218238346153,0.0327904735492659
"GO:0006936","muscle contraction",308,-0.395369532987805,-1.5382480999409,0.00131926121372032,0.0430218238346153,0.0327904735492659
"GO:0003015","heart process",246,-0.409887189845218,-1.55920307445584,0.00132275132275132,0.0430218238346153,0.0327904735492659
"GO:0070588","calcium ion transmembrane transport",236,-0.414375037117177,-1.56818402770837,0.00132275132275132,0.0430218238346153,0.0327904735492659
"GO:0035637","multicellular organismal signaling",177,-0.424472259278335,-1.5573611500133,0.00133333333333333,0.0430218238346153,0.0327904735492659
"GO:0061337","cardiac conduction",125,-0.457070938407666,-1.61269390308099,0.00134589502018843,0.0430218238346153,0.0327904735492659
"GO:1903046","meiotic cell cycle process",152,-0.429851979100347,-1.54351682867518,0.00142045454545455,0.0430218238346153,0.0327904735492659
"GO:0034968","histone lysine methylation",94,-0.46580712311147,-1.5860809396714,0.00151285930408472,0.0430218238346153,0.0327904735492659
"GO:0015844","monoamine transport",63,-0.544442800305018,-1.73547829220676,0.00154083204930663,0.0430218238346153,0.0327904735492659
"GO:0045428","regulation of nitric oxide biosynthetic process",53,0.583210575701263,1.91909574161419,0.00248138957816377,0.0430218238346153,0.0327904735492659
"GO:1903426","regulation of reactive oxygen species biosynthetic process",66,0.539868724500937,1.8675061407413,0.00252525252525253,0.0430218238346153,0.0327904735492659
"GO:0070098","chemokine-mediated signaling pathway",54,0.520410414016768,1.7367125000539,0.00258397932816537,0.0430218238346153,0.0327904735492659
"GO:0006809","nitric oxide biosynthetic process",64,0.548799096949877,1.8679203541479,0.00259067357512953,0.0430218238346153,0.0327904735492659
"GO:0048207","vesicle targeting, rough ER to cis-Golgi",60,0.488627181932747,1.68008620043603,0.00261096605744125,0.0430218238346153,0.0327904735492659
"GO:0048208","COPII vesicle coating",60,0.488627181932747,1.68008620043603,0.00261096605744125,0.0430218238346153,0.0327904735492659
"GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling",59,0.569499634089444,1.93470837322504,0.0026246719160105,0.0430218238346153,0.0327904735492659
"GO:0042246","tissue regeneration",53,0.561246043620558,1.90959611915538,0.0026246719160105,0.0430218238346153,0.0327904735492659
"GO:0046209","nitric oxide metabolic process",79,0.510706912865838,1.82346487612876,0.0026525198938992,0.0430218238346153,0.0327904735492659
"GO:0006903","vesicle targeting",87,0.441003718859262,1.61255318366809,0.00265957446808511,0.0430218238346153,0.0327904735492659
"GO:0015850","organic hydroxy compound transport",208,-0.399007768022707,-1.48622667117462,0.00265957446808511,0.0430218238346153,0.0327904735492659
"GO:0010595","positive regulation of endothelial cell migration",64,0.510964642157888,1.75242898454354,0.00267379679144385,0.0430218238346153,0.0327904735492659
"GO:0048199","vesicle targeting, to, from or within Golgi",74,0.488586414400892,1.73631911361379,0.00267379679144385,0.0430218238346153,0.0327904735492659
"GO:2001057","reactive nitrogen species metabolic process",83,0.49610781419779,1.79055914962427,0.00268096514745308,0.0430218238346153,0.0327904735492659
"GO:0014066","regulation of phosphatidylinositol 3-kinase signaling",74,0.567769552800653,2.01867672980711,0.00269541778975741,0.0430218238346153,0.0327904735492659
"GO:0001936","regulation of endothelial cell proliferation",91,0.505896111756472,1.85023991429367,0.00272479564032698,0.0430218238346153,0.0327904735492659
"GO:0001935","endothelial cell proliferation",107,0.470047704211384,1.78288864351903,0.00274725274725275,0.0430218238346153,0.0327904735492659
"GO:0014812","muscle cell migration",65,0.502087594619396,1.71676342507411,0.00274725274725275,0.0430218238346153,0.0327904735492659
"GO:0071103","DNA conformation change",224,-0.398895180443798,-1.4984289785544,0.00275862068965517,0.0430218238346153,0.0327904735492659
"GO:0035272","exocrine system development",54,0.527586524212596,1.77449329157763,0.00277008310249307,0.0430218238346153,0.0327904735492659
"GO:0042307","positive regulation of protein import into nucleus",96,0.441209887530938,1.64892968481509,0.00277777777777778,0.0430218238346153,0.0327904735492659
"GO:0034103","regulation of tissue remodeling",58,0.546255151926588,1.84038184393499,0.00280112044817927,0.0430218238346153,0.0327904735492659
"GO:0007126","meiotic nuclear division",144,-0.427632058057256,-1.52952515240703,0.0028169014084507,0.0430218238346153,0.0327904735492659
"GO:0042035","regulation of cytokine biosynthetic process",85,0.494847555580132,1.80566887804279,0.00282485875706215,0.0430218238346153,0.0327904735492659
"GO:0071621","granulocyte chemotaxis",88,0.506522548856221,1.85265621576698,0.00282485875706215,0.0430218238346153,0.0327904735492659
"GO:1903409","reactive oxygen species biosynthetic process",86,0.492441194951933,1.76876531023779,0.00282485875706215,0.0430218238346153,0.0327904735492659
"GO:0010634","positive regulation of epithelial cell migration",100,0.507253337792431,1.87439829237174,0.00284090909090909,0.0430218238346153,0.0327904735492659
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors",54,0.511533370172181,1.72982328459905,0.00285714285714286,0.0430218238346153,0.0327904735492659
"GO:0002705","positive regulation of leukocyte mediated immunity",77,0.468802829721735,1.6534205839922,0.00286532951289398,0.0430218238346153,0.0327904735492659
"GO:0097530","granulocyte migration",97,0.486575827065429,1.80192250969251,0.0028735632183908,0.0430218238346153,0.0327904735492659
"GO:0071347","cellular response to interleukin-1",77,0.565341333002389,2.01294087183536,0.00288184438040346,0.0430218238346153,0.0327904735492659
"GO:0048660","regulation of smooth muscle cell proliferation",96,0.470066386659496,1.73869213119166,0.00289017341040462,0.0430218238346153,0.0327904735492659
"GO:0070555","response to interleukin-1",103,0.543297226286894,2.02056505080821,0.00289017341040462,0.0430218238346153,0.0327904735492659
"GO:0030593","neutrophil chemotaxis",73,0.568169225655457,1.99744558377045,0.00289855072463768,0.0430218238346153,0.0327904735492659
"GO:0045639","positive regulation of myeloid cell differentiation",73,0.499867881090107,1.74907094129041,0.00290697674418605,0.0430218238346153,0.0327904735492659
"GO:2000379","positive regulation of reactive oxygen species metabolic process",84,0.491388894122156,1.78500639315193,0.00290697674418605,0.0430218238346153,0.0327904735492659
"GO:0002688","regulation of leukocyte chemotaxis",87,0.535720266366908,1.95846217845693,0.00291545189504373,0.0430218238346153,0.0327904735492659
"GO:0034146","toll-like receptor 5 signaling pathway",70,0.488410817836931,1.68145194282221,0.00291545189504373,0.0430218238346153,0.0327904735492659
"GO:0048659","smooth muscle cell proliferation",100,0.47246238496274,1.76951312869239,0.00292397660818713,0.0430218238346153,0.0327904735492659
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",84,0.526298341373648,1.92243324465233,0.00293255131964809,0.0430218238346153,0.0327904735492659
"GO:1904591","positive regulation of protein import",99,0.438897670800032,1.64481861179502,0.00293255131964809,0.0430218238346153,0.0327904735492659
"GO:0002756","MyD88-independent toll-like receptor signaling pathway",84,0.495140631310888,1.78454226325733,0.00294117647058824,0.0430218238346153,0.0327904735492659
"GO:0010594","regulation of endothelial cell migration",107,0.474444812538865,1.77476636768118,0.00294117647058824,0.0430218238346153,0.0327904735492659
"GO:0034134","toll-like receptor 2 signaling pathway",82,0.525370085171066,1.86794055566799,0.00294117647058824,0.0430218238346153,0.0327904735492659
"GO:1990266","neutrophil migration",80,0.548326581641515,1.9612400066137,0.00294117647058824,0.0430218238346153,0.0327904735492659
"GO:0030574","collagen catabolic process",73,0.599389154489959,2.1371248215478,0.0029585798816568,0.0430218238346153,0.0327904735492659
"GO:0046849","bone remodeling",71,0.505419282276367,1.82469635647834,0.0029585798816568,0.0430218238346153,0.0327904735492659
"GO:0014065","phosphatidylinositol 3-kinase signaling",101,0.500268168020948,1.85861975232793,0.0029673590504451,0.0430218238346153,0.0327904735492659
"GO:0018022","peptidyl-lysine methylation",103,-0.45299240294929,-1.56873797229793,0.00297176820208024,0.0430218238346153,0.0327904735492659
"GO:0002690","positive regulation of leukocyte chemotaxis",73,0.556997300886701,1.96143654269526,0.00298507462686567,0.0430218238346153,0.0327904735492659
"GO:0045669","positive regulation of osteoblast differentiation",60,0.580681130711947,1.97226793395899,0.00298507462686567,0.0430218238346153,0.0327904735492659
"GO:0043200","response to amino acid",110,0.426495739866672,1.61344231766777,0.0029940119760479,0.0430218238346153,0.0327904735492659
"GO:0071346","cellular response to interferon-gamma",123,0.44168677893791,1.68062145759487,0.0029940119760479,0.0430218238346153,0.0327904735492659
"GO:0038123","toll-like receptor TLR1:TLR2 signaling pathway",76,0.497232264959407,1.73188860652179,0.003003003003003,0.0430218238346153,0.0327904735492659
"GO:0038124","toll-like receptor TLR6:TLR2 signaling pathway",76,0.497232264959407,1.73188860652179,0.003003003003003,0.0430218238346153,0.0327904735492659
"GO:0043542","endothelial cell migration",144,0.423970310047235,1.65541545776665,0.003003003003003,0.0430218238346153,0.0327904735492659
"GO:0008637","apoptotic mitochondrial changes",113,0.424783946900704,1.63667951700384,0.00301204819277108,0.0430218238346153,0.0327904735492659
"GO:0030968","endoplasmic reticulum unfolded protein response",125,0.445553868072068,1.72107071178157,0.00301204819277108,0.0430218238346153,0.0327904735492659
"GO:0035666","TRIF-dependent toll-like receptor signaling pathway",81,0.518421695544054,1.84411546462987,0.00302114803625378,0.0430218238346153,0.0327904735492659
