"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues"
"168254","Influenza Infection",119,0.45699200141117,1.70088295970714,0.00145985401459854,0.0492354740061162,0.0440474274370943
"168273","Influenza Viral RNA Transcription and Replication",110,0.471998702254265,1.74027187150573,0.00146627565982405,0.0492354740061162,0.0440474274370943
"168255","Influenza Life Cycle",114,0.454094166210718,1.67534215150789,0.0014792899408284,0.0492354740061162,0.0440474274370943
"975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",107,0.55323987143289,2.04858223245878,0.00149476831091181,0.0492354740061162,0.0440474274370943
"927802","Nonsense-Mediated Decay (NMD)",107,0.55323987143289,2.04858223245878,0.00149476831091181,0.0492354740061162,0.0440474274370943
"72737","Cap-dependent Translation Initiation",113,0.547108343259636,2.03260216882105,0.00149700598802395,0.0492354740061162,0.0440474274370943
"72613","Eukaryotic Translation Initiation",113,0.547108343259636,2.03260216882105,0.00149700598802395,0.0492354740061162,0.0440474274370943
"975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",90,0.593548402378859,2.14566988877746,0.00150375939849624,0.0492354740061162,0.0440474274370943
"1799339","SRP-dependent cotranslational protein targeting to membrane",106,0.590840834468561,2.18003025902612,0.00150602409638554,0.0492354740061162,0.0440474274370943
"72766","Translation",143,0.533478029933063,2.04196673317702,0.00151057401812689,0.0492354740061162,0.0440474274370943
"192823","Viral mRNA Translation",83,0.614489079350687,2.18307948547589,0.00151975683890578,0.0492354740061162,0.0440474274370943
"72764","Eukaryotic Translation Termination",85,0.611181013190044,2.17847506775236,0.0015220700152207,0.0492354740061162,0.0440474274370943
"72689","Formation of a pool of free 40S subunits",95,0.599861181058058,2.17471857693837,0.0015220700152207,0.0492354740061162,0.0440474274370943
"156902","Peptide chain elongation",85,0.615928927127385,2.18578547561424,0.0015220700152207,0.0492354740061162,0.0440474274370943
"72706","GTP hydrolysis and joining of the 60S ribosomal subunit",106,0.572870067009094,2.10916073859084,0.00152905198776758,0.0492354740061162,0.0440474274370943
"157279","3' -UTR-mediated translational regulation",105,0.586435991393383,2.14731729944936,0.00154083204930663,0.0492354740061162,0.0440474274370943
"156827","L13a-mediated translational silencing of Ceruloplasmin expression",105,0.586435991393383,2.14731729944936,0.00154083204930663,0.0492354740061162,0.0440474274370943
"156842","Eukaryotic Translation Elongation",88,0.613313768984121,2.18308332715509,0.00154320987654321,0.0492354740061162,0.0440474274370943
