"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues"
"GO:0044057","regulation of system process",477,0.377316249436303,1.67122541618477,0.00128040973111396,0.0332122874553871,0.0236404486271396
"GO:0007423","sensory organ development",483,0.409966660924575,1.81078661935331,0.00129032258064516,0.0332122874553871,0.0236404486271396
"GO:0003013","circulatory system process",469,0.363953254729194,1.60238419508873,0.00131406044678055,0.0332122874553871,0.0236404486271396
"GO:0008015","blood circulation",467,0.364216901204564,1.60193070772565,0.00131578947368421,0.0332122874553871,0.0236404486271396
"GO:0007600","sensory perception",482,0.402017999150722,1.77587333413919,0.00131752305665349,0.0332122874553871,0.0236404486271396
"GO:0006816","calcium ion transport",347,0.339852541645419,1.46309797341864,0.00134048257372654,0.0332122874553871,0.0236404486271396
"GO:0022604","regulation of cell morphogenesis",493,0.309652049265292,1.3736322799832,0.00134048257372654,0.0332122874553871,0.0236404486271396
"GO:0090066","regulation of anatomical structure size",445,0.312337935769402,1.36741249641901,0.00134228187919463,0.0332122874553871,0.0236404486271396
"GO:0010720","positive regulation of cell development",447,0.336420959272825,1.48901095112153,0.00134408602150538,0.0332122874553871,0.0236404486271396
"GO:0034762","regulation of transmembrane transport",396,0.33051701375477,1.43644200180936,0.00134952766531714,0.0332122874553871,0.0236404486271396
"GO:0042391","regulation of membrane potential",335,0.367312114415667,1.58068499994957,0.00135135135135135,0.0332122874553871,0.0236404486271396
"GO:0001501","skeletal system development",470,0.428460397537363,1.88525918679346,0.00135685210312076,0.0332122874553871,0.0236404486271396
"GO:0001503","ossification",353,0.344325138075934,1.48833637991639,0.00135685210312076,0.0332122874553871,0.0236404486271396
"GO:0051962","positive regulation of nervous system development",418,0.375815790980153,1.65554243309588,0.00135685210312076,0.0332122874553871,0.0236404486271396
"GO:0034765","regulation of ion transmembrane transport",381,0.344968409410302,1.49857443526698,0.00136054421768707,0.0332122874553871,0.0236404486271396
"GO:0038179","neurotrophin signaling pathway",391,0.338830502391398,1.48140695712858,0.00136425648021828,0.0332122874553871,0.0236404486271396
"GO:0048011","neurotrophin TRK receptor signaling pathway",388,0.336106654770553,1.46725680062102,0.00136798905608755,0.0332122874553871,0.0236404486271396
"GO:0023061","signal release",419,0.333003151543512,1.46379849604963,0.00136986301369863,0.0332122874553871,0.0236404486271396
"GO:0007389","pattern specification process",419,0.34617143440132,1.51069086554833,0.00137362637362637,0.0332122874553871,0.0236404486271396
"GO:0003012","muscle system process",373,0.360973973884163,1.55607600975602,0.00137551581843191,0.0332122874553871,0.0236404486271396
"GO:0010975","regulation of neuron projection development",381,0.346273102684252,1.51323764785069,0.00137931034482759,0.0332122874553871,0.0236404486271396
"GO:0001654","eye development",320,0.445520372593209,1.89207757195781,0.00139082058414465,0.0332122874553871,0.0236404486271396
"GO:0007517","muscle organ development",340,0.378524075951405,1.62738727895244,0.00139664804469274,0.0332122874553871,0.0236404486271396
"GO:0044708","single-organism behavior",405,0.43438583160437,1.89537510373556,0.00140252454417952,0.0332122874553871,0.0236404486271396
"GO:0071774","response to fibroblast growth factor",326,0.348461290052153,1.49802142476862,0.00140252454417952,0.0332122874553871,0.0236404486271396
"GO:0042692","muscle cell differentiation",341,0.377917493466773,1.61397450540762,0.00140449438202247,0.0332122874553871,0.0236404486271396
"GO:0010959","regulation of metal ion transport",316,0.363935607420518,1.53945366095125,0.00140646976090014,0.0332122874553871,0.0236404486271396
"GO:0003015","heart process",246,0.422457950853254,1.75030597436824,0.00140845070422535,0.0332122874553871,0.0236404486271396
"GO:0010769","regulation of cell morphogenesis involved in differentiation",321,0.333649956150307,1.43105242698342,0.00140845070422535,0.0332122874553871,0.0236404486271396
